arisa_frag,2000/8/17,2000/9/18,2000/10/9,2000/12/8,2001/1/16,2001/2/5,2001/3/19,2001/4/2,2001/5/9,2001/6/23,2001/6/29,2001/6/30,2001/7/27,2001/8/24,2001/9/28,2001/10/29,2001/11/19,2001/12/17,2002/1/14,2002/2/20,2002/3/15,2002/4/22,2002/5/20,2002/6/19,2002/7/11,2002/8/20,2002/9/11,2002/12/9,2003/1/15,2003/3/12,2003/5/5,2003/5/21,2003/6/17,2003/7/2,2003/8/14,2003/9/18,2003/10/22,2003/11/12,2003/12/16,2004/2/19,2004/3/17,2004/4/22,2004/5/19,2004/6/17,2004/7/14,2004/8/25,2004/9/22,2004/10/14,2004/11/17,2004/12/15,2005/3/16,2005/4/20,2005/5/4,2005/5/11,2005/6/14,2005/9/15,2005/10/20,2005/11/17,2006/1/18,2006/2/22,2006/3/29,2006/4/19,2006/6/20,2006/7/25,2006/8/24,2006/9/13,2006/10/15,2007/2/14,2007/4/4,2007/5/21,2007/6/15,2007/8/15,2007/9/20,2007/11/14,2007/12/17,2008/3/19,2008/4/22,2008/5/14,2008/6/18,2008/7/9,2008/8/20,2008/9/22,2008/10/20,2008/11/20,2008/12/11,2009/2/18,2009/4/23,2009/5/13,2009/6/18,2009/7/9,2009/7/10,2009/8/19,2009/9/24,2009/12/23,2010/1/28,2010/2/11,2010/3/24,2010/4/27,2010/5/17,2010/6/29,2010/7/21,
ARISA_951.6,0,0,0,0,0.00071403,0.012838526,0.000819033,0,0,0,0,0,0.001167055,0,0,0,0,0.001271042,0,0.001337054,0,0,0,0,0.00163306,0.001596064,0,0,0,0.002352089,0,0,0,0.000532017,0.001598034,0,0,0,0.001440066,0,0,0,0,0,0,0,0,0,0,0.00113105,0,0,0,0,0,0,0.001983083,0,0,0.007966422,0.002263113,0.000533374,0,0,0.001205048,0.003675632,0,0,0.003620403,0.006558236,0.000684038,0,0.001290058,0.006886296,0.001727079,0.005104199,0.112863402,0,0,0,0,0,0,0.005629231,0,0.000574021,0,0,0,0,0,0,0,0,0.000640028,0,0,0,0,0,0,0.001897354
ARISA_954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842792,0,0,0,0,0.001801077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61769E-05
ARISA_956.5,0,0,0.001610066,0,0,0.000998041,0,0,0,0,0,0,0,0,0,0,0.000662031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23776E-05
ARISA_957.7,0,0,0,0,0.001060045,0,0,0.001086041,0,0,0,0.00254412,0,0,0,0.001205048,0,0,0,0,0.000741026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57057E-05
ARISA_958,0,0,0,0,0,0,0,0,0,0,0,0,0.001607076,0,0,0,0.002468114,0,0.001228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25074E-05
ARISA_963,0.00499621,0.000731026,0.00340714,0.00536822,0.003997168,0.012582516,0.019956798,0.006606251,0.002748099,0.016550662,0.000633031,0.004549214,0.005761271,0.004634185,0.011215471,0.004938198,0.000977045,0.005374177,0.00200309,0.001953078,0,0,0.003626127,0.004557187,0.004941183,0.004172167,0,0,0,0.002023077,0,0,0.018705617,0,0,0.000677018,0,0.001613069,0.006039278,0,0,0,0.005098235,0.001046055,0.004227173,0.00054902,0.000709028,0,0,0,0,0,0,0,0,0.001466081,0,0,0,0.003178168,0,0,0,0.000809038,0.002375095,0.001272046,0,0,0.001200128,0.002138077,0.004013221,0,0,0.000748032,0.001272059,0,0,0.000815035,0.000870039,0,0,0,0,0,0,0.000912033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001960754
ARISA_964.8,0.001964083,0,0.002048084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777024,0.000709025,0.001767072,0.001447054,0.000529021,0,0,0,0,0,0,0,0.017012544,0,0.000898024,0,0,0.001104051,0,0.000621024,0,0.001332061,0.001409075,0.001636067,0.001519055,0,0,0,0,0,0,0,0,0.002348092,0.004714259,0.002714114,0.000765023,0,0.003742198,0,0,0,0,0.003366135,0.003094111,0,0,0.00142534,0.001753063,0.004843266,0,0,0.001290056,0.000791036,0,0,0.003734161,0.00177208,0.006867254,0.002211077,0,0.004491135,0,0.001575047,0.00167006,0,0,0.002002084,0.000775033,0,0,0,0,0,0,0,0,0,0,0,0.000898197
ARISA_969.6,0,0,0.000759031,0,0,0,0,0,0,0,0,0.002288108,0,0,0,0,0,0,0,0,0,0,0,0.000595024,0,0,0,0,0,0,0,0,0,0.002247072,0,0,0,0,0,0,0,0,0.001484068,0,0.001368056,0,0,0,0,0,0,0,0,0,0.001492058,0.002121117,0.002188092,0.000688021,0,0.001401074,0,0,0,0.001038049,0.001764071,0.001618058,0,0,0.000622585,0.006534235,0.007875433,0,0.000843038,0.006026259,0,0.000885035,0,0.003500151,0.000912041,0.004033149,0,0,0.001301039,0.002299094,0.003493105,0,0,0,0.001214051,0.001692073,0,0,0,0,0,0,0,0,0,0,0,0.000616665
ARISA_973.5,0,0,0,0,0,0,0,0,0,0,0,0.001729081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000689022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567024,0,0,0,0,0,0,0,0,0.000497018,0,0,0,0,0.002492137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91513E-05
ARISA_978.9,0,0,0,0,0,0.000579024,0.000558022,0,0.000661024,0,0,0.002327109,0.001451068,0,0.001392059,0,0,0.00059902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4924E-05
ARISA_983.9,0.009556401,0.001003036,0.006779278,0.000670028,0,0,0.001284051,0.015299581,0.002521091,0.013835553,0,0.005782272,0.001293061,0.003451138,0.003416144,0.000587024,0,0,0,0,0,0,0.004021141,0.001380057,0,0,0,0,0,0.017796676,0.002144056,0,0,0,0,0.002422065,0.000735024,0,0.001572072,0.001725086,0,0.001028041,0.001719079,0.002438129,0.000601025,0,0,0,0,0,0,0,0,0,0,0.003221177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010523
ARISA_987.8,0.000907038,0,0,0,0,0,0,0,0.000817029,0,0,0,0,0,0,0,0,0,0.00088104,0,0,0,0.000960034,0,0,0,0,0,0,0,0,0,0.001297043,0.002967095,0,0.001747047,0.001431046,0,0.002192101,0.003362168,0,0.001952078,0.007438342,0.001930102,0.008805361,0.001483053,0,0.000545025,0,0,0.015377405,0.018207619,0,0,0,0.006260344,0,0,0,0,0.019567978,0.014121914,0,0.016785789,0.000774031,0.00416315,0,0,0.002096971,0,0.000817045,0.015622594,0.009002405,0.001496064,0,0,0.017274674,0.003051131,0.005486247,0.005175192,0,0,0.001257038,0,0.002509075,0,0,0,0,0.001121048,0,0,0,0,0,0,0,0.000680019,0,0,0,0.001975875
ARISA_988.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002152118,0,0,0.001149049,0,0,0.006372249,0.002017087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001728
ARISA_993.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004877185,0,0,0,0.001057034,0,0,0,0,0,0.002155108,0,0,0,0,0,0,0,0,0,0,0.00575839,0.019463559,0,0,0,0.003839211,0,0,0,0,0.004685234,0.010850617,0,0.011417537,0.000815033,0.001149541,0,0,0.002753588,0,0.000697038,0.006729256,0.004702212,0.000624027,0,0,0.00205208,0.000781034,0.006313284,0.003763139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935486
ARISA_998.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001437094,0.001459091,0,0,0,0,0,0,0,0,0.002065103,0,0,0,0,0,0,0,0,0,0,0.005138195,0.001917086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118976
